EnsemblGeneID	ExonLengthBp
ENSG00000234614	506
ENSG00000234616	11234
ENSG00000234617	750
ENSG00000234618	888
ENSG00000234636	897
ENSG00000234638	224
ENSG00000234645	765
ENSG00000234648	158
ENSG00000234664	273
ENSG00000234665	3012
ENSG00000234684	4058
ENSG00000234690	3552
ENSG00000234694	661
ENSG00000234699	657
ENSG00000234702	851
ENSG00000234709	769
ENSG00000234719	2233
ENSG00000234740	457
ENSG00000234741	3631
ENSG00000234742	555
ENSG00000234743	465
ENSG00000234745	3012
ENSG00000234753	934
ENSG00000234769	5322
ENSG00000234771	3958
ENSG00000234773	1517
ENSG00000234779	428
ENSG00000234782	519
ENSG00000234797	805
ENSG00000234801	971
ENSG00000234807	1123
ENSG00000234814	2852
ENSG00000234817	2277
ENSG00000234825	1826
ENSG00000234840	2568
ENSG00000234851	484
ENSG00000234869	2949
ENSG00000234882	1316
ENSG00000234883	1600
ENSG00000234899	8450
ENSG00000234911	1476
ENSG00000234912	3114
ENSG00000234913	2493
ENSG00000234917	596
ENSG00000234925	475
ENSG00000234936	398
ENSG00000234961	706
ENSG00000234964	410
ENSG00000234975	413
ENSG00000234978	1742
ENSG00000235001	1220
ENSG00000235013	358
ENSG00000235016	2949
ENSG00000235033	6854
ENSG00000235036	1369
ENSG00000235043	459
ENSG00000235044	505
ENSG00000235045	730
ENSG00000235052	456
ENSG00000235065	475
ENSG00000235072	419
ENSG00000235078	974
ENSG00000235082	304
ENSG00000235084	462
ENSG00000235092	2060
ENSG00000235098	2644
ENSG00000235100	1298
ENSG00000235105	1257
ENSG00000235106	5994
ENSG00000235109	4957
ENSG00000235111	2975
ENSG00000235117	697
ENSG00000235118	1403
ENSG00000235121	1809
ENSG00000235128	799
ENSG00000235159	867
ENSG00000235160	949
ENSG00000235162	2693
ENSG00000235169	954
ENSG00000235173	2814
ENSG00000235174	156
ENSG00000235175	438
ENSG00000235194	5548
ENSG00000235205	3665
ENSG00000235217	4051
ENSG00000235225	378
ENSG00000235231	563
ENSG00000235238	284
ENSG00000235244	2079
ENSG00000235245	626
ENSG00000235251	937
ENSG00000235257	6017
ENSG00000235272	354
ENSG00000235280	712
ENSG00000235295	2379
ENSG00000235296	691
ENSG00000235297	414
ENSG00000235313	356
ENSG00000235314	2703
ENSG00000235316	1815
ENSG00000235326	537
ENSG00000235349	315
ENSG00000235354	171
ENSG00000235358	1468
ENSG00000235363	225
ENSG00000235370	8796
ENSG00000235371	2310
ENSG00000235374	967
ENSG00000235381	3088
ENSG00000235387	1612
ENSG00000235410	790
ENSG00000235411	1155
ENSG00000235423	1756
ENSG00000235436	3910
ENSG00000235437	6379
ENSG00000235449	190
ENSG00000235453	2206
ENSG00000235475	489
ENSG00000235477	1807
ENSG00000235478	1354
ENSG00000235480	440
ENSG00000235485	2194
ENSG00000235501	1012
ENSG00000235505	4307
ENSG00000235508	885
ENSG00000235513	2500
ENSG00000235527	3087
ENSG00000235530	1519
ENSG00000235531	6284
ENSG00000235535	3411
ENSG00000235538	719
ENSG00000235552	872
ENSG00000235554	1034
ENSG00000235559	372
ENSG00000235560	1827
ENSG00000235565	2272
ENSG00000235568	5817
ENSG00000235582	472
ENSG00000235587	1006
ENSG00000235590	2379
ENSG00000235605	438
ENSG00000235609	7034
ENSG00000235613	1693
ENSG00000235618	2549
ENSG00000235636	882
ENSG00000235641	3615
ENSG00000235652	5116
ENSG00000235655	1022
ENSG00000235663	461
ENSG00000235664	675
ENSG00000235688	532
ENSG00000235703	6323
ENSG00000235706	3715
ENSG00000235711	5423
ENSG00000235750	4779
ENSG00000235770	5628
ENSG00000235776	801
ENSG00000235790	1992
ENSG00000235821	420
ENSG00000235823	2551
ENSG00000235830	377
ENSG00000235831	2718
ENSG00000235847	965
ENSG00000235859	1371
ENSG00000235863	2348
ENSG00000235865	4763
ENSG00000235875	1239
ENSG00000235878	804
ENSG00000235884	2856
ENSG00000235888	1412
ENSG00000235890	1635
ENSG00000235897	2136
ENSG00000235903	3954
ENSG00000235904	613
ENSG00000235910	563
ENSG00000235912	192
ENSG00000235916	423
ENSG00000235919	1955
ENSG00000235927	2583
ENSG00000235944	3325
ENSG00000235954	10818
ENSG00000235957	192
ENSG00000235961	2253
ENSG00000235962	801
ENSG00000235978	1251
ENSG00000235989	2695
ENSG00000235994	1539
ENSG00000235997	2952
ENSG00000235999	1986
ENSG00000236008	8956
ENSG00000236013	2058
ENSG00000236021	579
ENSG00000236035	792
ENSG00000236051	1806
ENSG00000236058	554
ENSG00000236060	256
ENSG00000236066	543
ENSG00000236088	5817
ENSG00000236098	592
ENSG00000236104	2728
ENSG00000236114	1962
ENSG00000236120	976
ENSG00000236137	1946
ENSG00000236144	4859
ENSG00000236148	549
ENSG00000236152	307
ENSG00000236155	3191
ENSG00000236157	585
ENSG00000236166	746
ENSG00000236184	844
ENSG00000236200	1931
ENSG00000236204	2963
ENSG00000236208	963
ENSG00000236213	548
ENSG00000236255	4058
ENSG00000236264	645
ENSG00000236281	507
ENSG00000236287	9029
ENSG00000236296	2827
ENSG00000236312	354
ENSG00000236322	1716
ENSG00000236330	886
ENSG00000236333	8781
ENSG00000236345	1454
ENSG00000236349	1296
ENSG00000236352	884
ENSG00000236360	507
ENSG00000236393	3120
ENSG00000236397	1757
ENSG00000236404	4399
ENSG00000236411	525
ENSG00000236417	1002
ENSG00000236423	4064
ENSG00000236427	397
ENSG00000236432	3652
ENSG00000236438	2586
ENSG00000236439	322
ENSG00000236456	585
ENSG00000236466	622
ENSG00000236480	1523
ENSG00000236493	999
ENSG00000236496	986
ENSG00000236508	476
ENSG00000236519	1031
ENSG00000236526	1831
ENSG00000236532	4753
ENSG00000236534	403
ENSG00000236537	424
ENSG00000236548	4507
ENSG00000236552	631
ENSG00000236565	833
ENSG00000236577	219
ENSG00000236581	3436
ENSG00000236603	651
ENSG00000236609	3857
ENSG00000236617	555
ENSG00000236618	542
ENSG00000236624	2757
ENSG00000236662	342
ENSG00000236670	1291
ENSG00000236682	2690
ENSG00000236698	435
ENSG00000236701	1012
ENSG00000236710	730
ENSG00000236714	2237
ENSG00000236719	1489
ENSG00000236723	524
ENSG00000236735	390
ENSG00000236740	3227
ENSG00000236751	626
ENSG00000236753	2715
ENSG00000236756	3260
ENSG00000236762	588
ENSG00000236773	231
ENSG00000236778	6373
ENSG00000236801	474
ENSG00000236809	834
ENSG00000236810	1347
ENSG00000236814	1170
ENSG00000236816	2414
ENSG00000236819	750
ENSG00000236824	13458
ENSG00000236829	2376
ENSG00000236830	6438
ENSG00000236849	639
ENSG00000236850	1776
ENSG00000236852	1077
ENSG00000236859	2278
ENSG00000236869	456
ENSG00000236876	192
ENSG00000236882	2052
ENSG00000236901	5984
ENSG00000236908	3004
ENSG00000236913	450
ENSG00000236914	1793
ENSG00000236936	723
ENSG00000236943	6056
ENSG00000236958	207
ENSG00000236972	411
ENSG00000236976	864
ENSG00000236992	501
ENSG00000236993	1010
ENSG00000237017	4158
ENSG00000237021	2081
ENSG00000237036	3831
ENSG00000237037	6653
ENSG00000237039	210
ENSG00000237075	3531
ENSG00000237096	562
ENSG00000237101	1323
ENSG00000237125	9829
ENSG00000237133	338
ENSG00000237135	1933
ENSG00000237149	3864
ENSG00000237161	1552
ENSG00000237169	496
ENSG00000237172	2917
ENSG00000237176	475
ENSG00000237181	731
ENSG00000237187	7720
ENSG00000237188	3618
ENSG00000237190	1757
ENSG00000237214	585
ENSG00000237238	1120
ENSG00000237248	2459
ENSG00000237264	551
ENSG00000237276	1990
ENSG00000237289	3939
ENSG00000237296	7046
ENSG00000237298	16745
ENSG00000237310	540
ENSG00000237337	858
ENSG00000237350	576
ENSG00000237357	2579
ENSG00000237377	343
ENSG00000237380	1429
ENSG00000237399	4370
ENSG00000237406	1135
ENSG00000237417	1805
ENSG00000237422	506
ENSG00000237424	2509
ENSG00000237429	283
ENSG00000237436	415
ENSG00000237438	4354
ENSG00000237440	3539
ENSG00000237441	4636
ENSG00000237461	1544
ENSG00000237463	4036
ENSG00000237481	640
ENSG00000237484	4970
ENSG00000237489	2843
ENSG00000237491	5517
ENSG00000237493	604
ENSG00000237499	4088
ENSG00000237506	1031
ENSG00000237512	707
ENSG00000237515	10157
ENSG00000237522	1231
ENSG00000237523	2171
ENSG00000237529	527
ENSG00000237541	1524
ENSG00000237543	681
ENSG00000237550	673
ENSG00000237595	733
ENSG00000237596	1456
ENSG00000237604	821
ENSG00000237614	528
ENSG00000237624	1535
ENSG00000237649	3345
ENSG00000237668	372
ENSG00000237669	996
ENSG00000237676	333
ENSG00000237683	2661
ENSG00000237686	2296
ENSG00000237697	2094
ENSG00000237721	509
ENSG00000237729	252
ENSG00000237732	2567
ENSG00000237742	3098
ENSG00000237748	336
ENSG00000237749	266
ENSG00000237753	2022
ENSG00000237757	1335
ENSG00000237758	261
ENSG00000237765	4817
ENSG00000237766	1125
ENSG00000237773	1607
ENSG00000237781	663
ENSG00000237792	2394
ENSG00000237797	347
ENSG00000237803	2595
ENSG00000237804	960
ENSG00000237807	2387
ENSG00000237813	1213
ENSG00000237821	1099
ENSG00000237828	1197
ENSG00000237836	930
ENSG00000237840	2087
ENSG00000237842	1531
ENSG00000237853	531
ENSG00000237854	734
ENSG00000237857	1404
ENSG00000237859	1133
ENSG00000237877	1450
ENSG00000237882	478
ENSG00000237883	865
ENSG00000237886	1088
ENSG00000237887	459
ENSG00000237892	655
ENSG00000237897	593
ENSG00000237899	471
ENSG00000237927	2002
ENSG00000237928	1843
ENSG00000237940	2854
ENSG00000237943	3489
ENSG00000237945	14129
ENSG00000237949	477
ENSG00000237950	557
ENSG00000237973	1543
ENSG00000237975	6570
ENSG00000237976	618
ENSG00000237977	563
ENSG00000237980	473
ENSG00000237984	3996
ENSG00000237989	2798
ENSG00000237991	372
ENSG00000238000	720
ENSG00000238005	1666
ENSG00000238035	4183
ENSG00000238039	655
ENSG00000238045	2725
ENSG00000238057	2697
ENSG00000238058	311
ENSG00000238072	258
ENSG00000238082	713
ENSG00000238083	6756
ENSG00000238084	569
ENSG00000238098	6574
ENSG00000238102	388
ENSG00000238103	699
ENSG00000238105	10957
ENSG00000238113	3038
ENSG00000238121	3972
ENSG00000238142	508
ENSG00000238164	6137
ENSG00000238172	897
ENSG00000238184	1542
ENSG00000238193	1415
ENSG00000238197	4046
ENSG00000238198	2459
ENSG00000238227	3418
ENSG00000238228	1012
ENSG00000238244	1851
ENSG00000238251	514
ENSG00000238258	781
ENSG00000238260	622
ENSG00000238261	4319
ENSG00000238266	3070
ENSG00000238268	686
ENSG00000238273	2609
ENSG00000238287	605
ENSG00000238290	2044
ENSG00000238363	133
ENSG00000238390	177
ENSG00000238465	105
ENSG00000238534	94
ENSG00000238578	72
ENSG00000238741	330
ENSG00000238755	2816
ENSG00000238829	63
ENSG00000238832	145
ENSG00000238868	104
ENSG00000238975	101
ENSG00000239014	71
ENSG00000239112	70
ENSG00000239127	96
ENSG00000239149	152
ENSG00000239197	143
ENSG00000239213	1429
ENSG00000239218	1318
ENSG00000239219	7977
ENSG00000239246	447
ENSG00000239264	4701
ENSG00000239282	2746
ENSG00000239300	491
ENSG00000239305	7599
ENSG00000239306	3937
ENSG00000239332	2830
ENSG00000239345	1092
ENSG00000239374	480
ENSG00000239382	4293
ENSG00000239388	3232
ENSG00000239405	612
ENSG00000239407	1133
ENSG00000239415	2277
ENSG00000239445	843
ENSG00000239467	967
ENSG00000239470	558
ENSG00000239474	2620
ENSG00000239521	4824
ENSG00000239523	980
ENSG00000239528	369
ENSG00000239556	790
ENSG00000239557	1231
ENSG00000239559	287
ENSG00000239569	736
ENSG00000239593	838
ENSG00000239636	1030
ENSG00000239650	683
ENSG00000239653	2456
ENSG00000239665	12929
ENSG00000239672	3438
ENSG00000239677	1064
ENSG00000239697	3149
ENSG00000239704	3242
ENSG00000239713	5496
ENSG00000239719	181
ENSG00000239763	473
ENSG00000239779	2438
ENSG00000239789	2157
ENSG00000239801	364
ENSG00000239815	431
ENSG00000239827	1331
ENSG00000239828	3184
ENSG00000239831	342
ENSG00000239857	5392
ENSG00000239883	1206
ENSG00000239884	287
ENSG00000239887	4487
ENSG00000239900	6021
ENSG00000239911	1154
ENSG00000239912	156
ENSG00000239951	400
ENSG00000239969	740
ENSG00000239998	2622
ENSG00000240005	589
ENSG00000240021	4035
ENSG00000240024	2131
ENSG00000240036	376
ENSG00000240038	7491
ENSG00000240045	873
ENSG00000240048	2193
ENSG00000240050	1596
ENSG00000240053	3031
ENSG00000240057	2002
ENSG00000240065	3072
ENSG00000240087	888
ENSG00000240122	397
ENSG00000240137	827
ENSG00000240184	4711
ENSG00000240207	4177
ENSG00000240219	2219
ENSG00000240225	4690
ENSG00000240230	5542
ENSG00000240240	2248
ENSG00000240288	1712
ENSG00000240291	1575
ENSG00000240292	661
ENSG00000240303	5675
ENSG00000240342	931
ENSG00000240344	2914
ENSG00000240356	2128
ENSG00000240366	318
ENSG00000240370	1783
ENSG00000240371	789
ENSG00000240376	629
ENSG00000240395	868
ENSG00000240399	779
ENSG00000240401	3026
ENSG00000240409	207
ENSG00000240429	2246
ENSG00000240445	1928
ENSG00000240463	441
ENSG00000240489	873
ENSG00000240509	354
ENSG00000240540	1183
ENSG00000240541	931
ENSG00000240567	2845
ENSG00000240583	3888
ENSG00000240591	788
ENSG00000240602	2012
ENSG00000240616	748
ENSG00000240622	712
ENSG00000240654	1893
ENSG00000240674	480
ENSG00000240682	4102
ENSG00000240687	832
ENSG00000240694	5579
ENSG00000240695	730
ENSG00000240720	7317
ENSG00000240731	386
ENSG00000240747	2943
ENSG00000240761	552
ENSG00000240764	4641
ENSG00000240771	3362
ENSG00000240776	495
ENSG00000240849	4576
ENSG00000240854	1310
ENSG00000240857	1587
ENSG00000240859	5149
ENSG00000240875	3822
ENSG00000240889	1648
ENSG00000240891	2927
ENSG00000240914	615
ENSG00000240950	633
ENSG00000240972	1109
ENSG00000241014	3346
ENSG00000241015	2920
ENSG00000241030	453
ENSG00000241043	1833
ENSG00000241057	1170
ENSG00000241058	2306
ENSG00000241061	897
ENSG00000241081	374
ENSG00000241106	1858
ENSG00000241127	2569
ENSG00000241135	1269
ENSG00000241158	4417
ENSG00000241163	4520
ENSG00000241170	1532
ENSG00000241186	5013
ENSG00000241255	402
ENSG00000241258	3548
ENSG00000241288	4198
ENSG00000241313	2603
ENSG00000241316	3032
ENSG00000241322	4285
ENSG00000241343	3927
ENSG00000241351	392
ENSG00000241362	307
ENSG00000241370	1606
ENSG00000241399	3839
ENSG00000241404	2621
ENSG00000241429	1267
ENSG00000241431	403
ENSG00000241458	618
ENSG00000241468	2288
ENSG00000241472	4496
ENSG00000241478	1943
ENSG00000241489	3311
ENSG00000241494	438
ENSG00000241506	1320
ENSG00000241511	396
ENSG00000241528	1443
ENSG00000241547	468
ENSG00000241549	2075
ENSG00000241553	3608
ENSG00000241556	465
ENSG00000241570	3189
ENSG00000241612	483
ENSG00000241627	1801
ENSG00000241644	3376
ENSG00000241651	599
ENSG00000241679	746
ENSG00000241680	375
ENSG00000241684	7232
ENSG00000241685	2557
ENSG00000241717	2907
ENSG00000241732	2050
ENSG00000241741	796
ENSG00000241746	628
ENSG00000241755	409
ENSG00000241764	984
ENSG00000241769	3756
ENSG00000241770	320
ENSG00000241837	3336
ENSG00000241839	3720
ENSG00000241847	853
ENSG00000241852	3317
ENSG00000241860	6195
ENSG00000241878	5002
ENSG00000241886	562
ENSG00000241889	734
ENSG00000241923	622
ENSG00000241935	4148
ENSG00000241945	6922
ENSG00000241962	3998
ENSG00000241973	11407
ENSG00000241975	318
ENSG00000241990	1093
ENSG00000242013	2697
ENSG00000242028	6393
ENSG00000242052	625
ENSG00000242071	813
ENSG00000242083	798
ENSG00000242085	354
ENSG00000242086	13406
ENSG00000242088	252
ENSG00000242110	4845
ENSG00000242114	1700
ENSG00000242125	4088
ENSG00000242142	809
ENSG00000242163	401
ENSG00000242169	649
ENSG00000242173	2422
ENSG00000242193	5564
ENSG00000242208	894
ENSG00000242220	1315
ENSG00000242242	1665
ENSG00000242247	3381
ENSG00000242252	1190
ENSG00000242259	6943
ENSG00000242262	616
ENSG00000242265	6629
ENSG00000242267	2010
ENSG00000242276	889
ENSG00000242282	1532
ENSG00000242294	2804
ENSG00000242299	459
ENSG00000242327	453
ENSG00000242337	2318
ENSG00000242338	1982
ENSG00000242349	1427
ENSG00000242358	248
ENSG00000242372	1631
ENSG00000242375	474
ENSG00000242412	1692
ENSG00000242419	4623
ENSG00000242445	799
ENSG00000242457	1264
ENSG00000242474	1449
ENSG00000242477	651
ENSG00000242485	2788
ENSG00000242498	3673
ENSG00000242539	1941
ENSG00000242540	1199
ENSG00000242571	483
ENSG00000242574	4655
ENSG00000242588	1964
ENSG00000242600	2616
ENSG00000242612	3947
ENSG00000242615	1517
ENSG00000242622	2194
ENSG00000242628	627
ENSG00000242660	156
ENSG00000242676	2393
ENSG00000242687	4194
ENSG00000242689	1886
ENSG00000242697	851
ENSG00000242715	3800
ENSG00000242732	4799
ENSG00000242741	782
ENSG00000242748	467
ENSG00000242759	3882
ENSG00000242779	4769
ENSG00000242798	572
ENSG00000242802	6873
ENSG00000242808	9362
ENSG00000242814	406
ENSG00000242852	5708
ENSG00000242861	348
ENSG00000242899	738
ENSG00000242924	457
ENSG00000242951	402
ENSG00000242952	887
ENSG00000242960	550
ENSG00000242970	345
ENSG00000242992	553
ENSG00000243014	342
ENSG00000243015	282
ENSG00000243024	2138
ENSG00000243056	691
ENSG00000243069	4359
ENSG00000243071	480
ENSG00000243107	1589
ENSG00000243116	878
ENSG00000243147	1539
ENSG00000243155	2424
ENSG00000243156	22361
ENSG00000243176	1544
ENSG00000243181	475
ENSG00000243199	870
ENSG00000243234	602
ENSG00000243238	390
ENSG00000243243	919
ENSG00000243244	8082
ENSG00000243279	1738
ENSG00000243302	1150
ENSG00000243317	3742
ENSG00000243335	9128
ENSG00000243364	1263
ENSG00000243389	425
ENSG00000243406	3873
ENSG00000243410	441
ENSG00000243422	468
ENSG00000243431	891
ENSG00000243444	9715
ENSG00000243445	420
ENSG00000243452	5306
ENSG00000243466	532
ENSG00000243477	2188
ENSG00000243491	1947
ENSG00000243517	606
ENSG00000243538	348
ENSG00000243547	1386
ENSG00000243554	447
ENSG00000243566	2022
ENSG00000243587	4362
ENSG00000243627	1050
ENSG00000243629	2018
ENSG00000243646	2545
ENSG00000243649	6622
ENSG00000243650	284
ENSG00000243659	282
ENSG00000243660	5037
ENSG00000243663	781
ENSG00000243667	4079
ENSG00000243678	3301
ENSG00000243679	754
ENSG00000243680	294
ENSG00000243696	6315
ENSG00000243701	4206
ENSG00000243708	5188
ENSG00000243709	1891
ENSG00000243710	5665
ENSG00000243711	483
ENSG00000243716	9234
ENSG00000243725	3527
ENSG00000243742	3909
ENSG00000243746	1390
ENSG00000243753	5505
ENSG00000243759	1107
ENSG00000243779	321
ENSG00000243789	1971
ENSG00000243802	362
ENSG00000243811	2545
ENSG00000243819	1756
ENSG00000243824	498
ENSG00000243829	584
ENSG00000243836	1354
ENSG00000243859	877
ENSG00000243904	884
ENSG00000243926	1254
ENSG00000243927	4299
ENSG00000243943	4690
ENSG00000243960	861
ENSG00000243964	468
ENSG00000243970	813
ENSG00000243977	707
ENSG00000243978	5529
ENSG00000243988	423
ENSG00000243989	3768
ENSG00000244005	6024
ENSG00000244018	372
ENSG00000244021	483
ENSG00000244026	3626
ENSG00000244038	2674
ENSG00000244041	2811
ENSG00000244045	5114
ENSG00000244055	701
ENSG00000244073	797
ENSG00000244086	357
ENSG00000244097	754
ENSG00000244119	720
ENSG00000244137	1345
ENSG00000244151	1230
ENSG00000244153	2769
ENSG00000244161	3709
ENSG00000244165	2295
ENSG00000244171	2181
ENSG00000244187	1443
ENSG00000244198	2249
ENSG00000244219	1419
ENSG00000244227	3198
ENSG00000244229	460
ENSG00000244242	4784
ENSG00000244245	359
ENSG00000244256	303
ENSG00000244274	2764
ENSG00000244291	2292
ENSG00000244300	2283
ENSG00000244306	11636
ENSG00000244313	538
ENSG00000244363	813
ENSG00000244380	1051
ENSG00000244398	321
ENSG00000244405	5802
ENSG00000244437	442
ENSG00000244459	579
ENSG00000244462	6702
ENSG00000244476	3242
ENSG00000244479	4659
ENSG00000244480	1393
ENSG00000244482	4190
ENSG00000244485	569
ENSG00000244486	3602
ENSG00000244509	2818
ENSG00000244513	3746
ENSG00000244527	480
ENSG00000244558	1226
ENSG00000244560	4271
ENSG00000244567	1262
ENSG00000244582	502
ENSG00000244607	4966
ENSG00000244617	2172
ENSG00000244625	2847
ENSG00000244627	3851
ENSG00000244681	2709
ENSG00000244682	3178
ENSG00000244687	4737
ENSG00000244694	5177
ENSG00000244701	770
ENSG00000244705	938
ENSG00000244716	612
ENSG00000244731	7199
ENSG00000244734	1179
ENSG00000244752	886
ENSG00000244754	10306
ENSG00000244879	2895
ENSG00000244921	747
ENSG00000244945	1966
ENSG00000244968	5098
ENSG00000244998	1380
ENSG00000245017	1918
ENSG00000245025	2268
ENSG00000245060	2453
ENSG00000245067	1740
ENSG00000245105	2187
ENSG00000245146	3439
ENSG00000245149	6943
ENSG00000245164	5724
ENSG00000245205	1405
ENSG00000245213	3367
ENSG00000245248	4762
ENSG00000245275	1972
ENSG00000245281	1834
ENSG00000245293	3099
ENSG00000245317	1454
ENSG00000245468	3763
ENSG00000245498	4854
ENSG00000245522	2632
ENSG00000245526	6174
ENSG00000245532	22767
ENSG00000245534	2036
ENSG00000245552	5320
ENSG00000245556	1792
ENSG00000245571	2645
ENSG00000245573	3726
ENSG00000245598	1825
ENSG00000245614	2511
ENSG00000245648	2830
ENSG00000245651	3843
ENSG00000245680	7538
ENSG00000245685	2304
ENSG00000245688	1458
ENSG00000245694	2250
ENSG00000245750	2815
ENSG00000245768	2665
ENSG00000245812	3214
ENSG00000245849	1696
ENSG00000245888	3313
ENSG00000245904	7433
ENSG00000245910	1247
ENSG00000245937	6464
ENSG00000245954	2011
ENSG00000245958	5577
ENSG00000245970	1989
ENSG00000245975	1396
ENSG00000246022	2719
ENSG00000246067	2429
ENSG00000246082	2312
ENSG00000246089	2934
ENSG00000246090	7021
ENSG00000246100	4766
ENSG00000246145	4366
ENSG00000246174	4095
ENSG00000246203	2505
ENSG00000246214	1674
ENSG00000246223	5850
ENSG00000246225	2421
ENSG00000246263	2355
ENSG00000246273	3977
ENSG00000246283	2135
ENSG00000246308	2335
ENSG00000246339	4258
ENSG00000246375	1654
ENSG00000246379	4021
ENSG00000246430	2840
ENSG00000246523	1393
ENSG00000246526	1821
ENSG00000246528	1967
ENSG00000246560	883
ENSG00000246582	2445
ENSG00000246596	1691
ENSG00000246627	2639
ENSG00000246640	2533
ENSG00000246662	2595
ENSG00000246695	3981
ENSG00000246705	3667
ENSG00000246731	2522
ENSG00000246763	2344
ENSG00000246777	2894
ENSG00000246859	5647
ENSG00000246889	3078
ENSG00000246898	2147
ENSG00000246922	8306
ENSG00000246982	1463
ENSG00000246985	3816
ENSG00000247011	2054
ENSG00000247033	1666
ENSG00000247077	3881
ENSG00000247081	3877
ENSG00000247092	1945
ENSG00000247095	2321
ENSG00000247121	2536
ENSG00000247134	765
ENSG00000247137	1628
ENSG00000247157	3793
ENSG00000247199	2033
ENSG00000247240	1710
ENSG00000247270	2973
ENSG00000247271	1995
ENSG00000247287	4852
ENSG00000247317	3853
ENSG00000247324	2793
ENSG00000247363	2845
ENSG00000247373	1950
ENSG00000247400	3010
ENSG00000247416	1975
ENSG00000247498	3416
ENSG00000247516	4339
ENSG00000247556	12009
ENSG00000247572	3884
ENSG00000247595	1940
ENSG00000247596	1824
ENSG00000247626	3027
ENSG00000247627	1377
ENSG00000247679	1751
ENSG00000247708	6107
ENSG00000247728	970
ENSG00000247735	1762
ENSG00000247746	4407
ENSG00000247765	2161
ENSG00000247774	3092
ENSG00000247796	3194
ENSG00000247809	4206
ENSG00000247828	4439
ENSG00000247853	2196
ENSG00000247934	739
ENSG00000247950	2584
ENSG00000247982	3124
ENSG00000248008	1901
ENSG00000248015	3571
ENSG00000248019	4510
ENSG00000248049	5575
ENSG00000248079	1531
ENSG00000248092	6580
ENSG00000248098	2812
ENSG00000248115	4840
ENSG00000248124	3907
ENSG00000248144	1860
ENSG00000248159	1898
ENSG00000248161	992
ENSG00000248165	590
ENSG00000248174	1659
ENSG00000248175	2231
ENSG00000248180	995
ENSG00000248210	2520
ENSG00000248240	512
ENSG00000248275	1316
ENSG00000248278	897
ENSG00000248280	356
ENSG00000248309	5807
ENSG00000248323	2904
ENSG00000248333	3130
ENSG00000248334	4844
ENSG00000248360	5095
ENSG00000248362	793
ENSG00000248367	393
ENSG00000248415	1005
ENSG00000248429	5639
ENSG00000248431	628
ENSG00000248441	2343
ENSG00000248445	2829
ENSG00000248449	2367
ENSG00000248468	575
ENSG00000248476	821
ENSG00000248485	1424
ENSG00000248487	2309
ENSG00000248489	478
ENSG00000248503	2433
ENSG00000248508	2975
ENSG00000248514	456
ENSG00000248527	681
ENSG00000248538	875
ENSG00000248540	3238
ENSG00000248546	705
ENSG00000248569	936
ENSG00000248578	762
ENSG00000248587	4636
ENSG00000248592	6271
ENSG00000248593	1105
ENSG00000248599	1948
ENSG00000248626	1006
ENSG00000248632	1416
ENSG00000248636	1013
ENSG00000248648	247
ENSG00000248664	946
ENSG00000248668	781
ENSG00000248671	3675
ENSG00000248677	3364
ENSG00000248690	1796
ENSG00000248692	947
ENSG00000248712	2556
ENSG00000248713	10086
ENSG00000248734	1001
ENSG00000248757	432
ENSG00000248773	393
ENSG00000248774	521
ENSG00000248781	1327
ENSG00000248785	282
ENSG00000248787	427
ENSG00000248794	270
ENSG00000248810	3750
ENSG00000248830	1707
ENSG00000248835	2665
ENSG00000248864	278
ENSG00000248866	1048
ENSG00000248873	932
ENSG00000248886	734
ENSG00000248890	1557
ENSG00000248896	1019
ENSG00000248905	20046
ENSG00000248919	2859
ENSG00000248923	1812
ENSG00000248925	522
ENSG00000248927	1114
ENSG00000248932	2120
ENSG00000248936	534
ENSG00000248966	2752
ENSG00000248971	1426
ENSG00000248986	685
ENSG00000248994	888
ENSG00000249014	381
ENSG00000249026	2728
ENSG00000249042	1261
ENSG00000249087	2655
ENSG00000249096	2768
ENSG00000249115	5075
ENSG00000249116	425
ENSG00000249119	522
ENSG00000249129	966
ENSG00000249138	751
ENSG00000249145	492
ENSG00000249184	764
ENSG00000249201	1761
ENSG00000249210	1002
ENSG00000249212	915
ENSG00000249222	799
ENSG00000249242	3671
ENSG00000249245	1877
ENSG00000249249	1218
ENSG00000249256	304
ENSG00000249258	2292
ENSG00000249264	1383
ENSG00000249274	1006
ENSG00000249286	994
ENSG00000249307	3995
ENSG00000249328	2455
ENSG00000249348	2787
ENSG00000249353	830
ENSG00000249356	974
ENSG00000249364	3250
ENSG00000249437	9513
ENSG00000249459	5884
ENSG00000249460	493
ENSG00000249464	7779
ENSG00000249465	1134
ENSG00000249471	4618
ENSG00000249476	5471
ENSG00000249485	1276
ENSG00000249492	823
ENSG00000249494	1335
ENSG00000249532	771
ENSG00000249565	1181
ENSG00000249572	537
ENSG00000249592	1575
ENSG00000249593	2380
ENSG00000249631	2006
ENSG00000249635	3526
ENSG00000249637	549
ENSG00000249669	8866
ENSG00000249673	7195
ENSG00000249679	394
ENSG00000249684	1421
ENSG00000249685	455
ENSG00000249700	4592
ENSG00000249709	3622
ENSG00000249715	10466
ENSG00000249740	1319
ENSG00000249741	540
ENSG00000249751	740
ENSG00000249755	657
ENSG00000249774	166
ENSG00000249780	340
ENSG00000249786	3829
ENSG00000249797	1319
ENSG00000249816	5038
ENSG00000249825	3233
ENSG00000249846	1974
ENSG00000249855	1382
ENSG00000249859	5493
